# Gene Family	DM001.concat_Abundance-RPKs	DM002.concat_Abundance-RPKs	DM004.concat_Abundance-RPKs	DM007.concat_Abundance-RPKs	DM008.concat_Abundance-RPKs	DM019.concat_Abundance-RPKs	DM025.concat_Abundance-RPKs	DM046.concat_Abundance-RPKs	DM051.concat_Abundance-RPKs	DM055.concat_Abundance-RPKs	DM057.concat_Abundance-RPKs	DM063.concat_Abundance-RPKs	DM065.concat_Abundance-RPKs	DM074.concat_Abundance-RPKs	DM087.concat_Abundance-RPKs	DM093.concat_Abundance-RPKs	LG001.concat_Abundance-RPKs	LG006.concat_Abundance-RPKs	LG023.concat_Abundance-RPKs	LG025.concat_Abundance-RPKs	LG026.concat_Abundance-RPKs	LG030.concat_Abundance-RPKs	LG034.concat_Abundance-RPKs	LG038.concat_Abundance-RPKs	LG043.concat_Abundance-RPKs	LG045.concat_Abundance-RPKs	LG046.concat_Abundance-RPKs	LG049.concat_Abundance-RPKs	LG050.concat_Abundance-RPKs	LG052.concat_Abundance-RPKs
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|g__Bacteroides.s__Bacteroides_dorei	86.7535601284	0.0	3.9962790861	3.2114981915	25.7496440002	2.3311879248	7.1895051001	0.7462686567	39.8350258762	3.2362459547	0.0	4.8290065029	3.9537113051	8.8428488711	102.4225532979	556.3190779115	24.2511205794	0.0	0.0	0.0	576.081957665	59.8913363638	35.083946995	745.0909601226	410.2217466232	33.5362097908	271.7884759064	0.0	82.7118246599	0.8090614887
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|g__Bacteroides.s__Bacteroides_vulgatus	66.6842034768	67.6387412522	78.8299071331	14.536707111	486.1257697911	83.4899011443	2.427184466	9.5256987851	245.310541546	49.1094190293	0.0	41.1042864034	117.805977696	102.1586743516	193.8718286842	39.7516782464	231.3522542248	0.0	9.5789838059	0.0	575.2278262622	140.9501096228	304.6787830554	61.7832262984	3500.0727002078	167.7427868162	1666.039769053	0.0	413.8709244632	43.3318967938
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	217.38201955120002	76.5224967339	151.0036670628	8.4189989958	647.0895583916	125.70573299200001	24.011299435	0.0	390.0756702846	79.7125343216	0.0	57.107076415499996	118.82180153	144.43167331909999	394.7806847196	656.6935357432001	317.6518039138	0.0	12.6883239171	0.0	1543.7739528183	363.79789029230005	523.327635082	899.0634360279	6174.1547578038	248.73390513980002	3036.8612038844003	8.4745762712	687.7033495226	60.813676320599996
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|g__Bacteroides.s__Bacteroides_dorei	106.9324824693	1.3333333333	6.9719595825	1.4124293785	30.3401308019	6.7418662135	12.7118644068	0.0	14.9195397051	1.4124293785	0.0	1.4124293785	6.9733123294	4.2372881356	112.668162719	521.8994549215	13.6257779747	0.0	0.0	0.0	580.9499420417	83.679754499	35.7924366892	782.4209361507	215.2350702032	26.2365227054	102.2893632399	7.0621468927	30.6707380146	2.8248587571
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|g__Bacteroides.s__Bacteroides_vulgatus	110.44953708189999	75.1891634006	144.03170748029999	7.0065696172	616.7494275897	118.96386677839999	11.2994350282	0.0	375.1561305796	78.30010494300001	0.0	55.6946470369	111.8484892006	140.1943851835	282.1125220006	134.7940808217	304.026025939	0.0	12.6883239171	0.0	962.8240107766001	280.1181357933	487.5351983928	116.64249987720001	5958.9196876006	222.49738243439998	2934.5718406446003	1.4124293785	657.0326115081	57.9888175635
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	26.0685565503	14.8523439166	52.0274494613	0.0	150.8243963583	34.2387633125	0.0	0.0	144.1367028745	20.0324935381	0.0	14.2062227868	45.9814360579	76.8321616742	60.6353899539	28.2831553857	107.2170682079	0.0	0.0	0.0	226.6808788976	61.562544138	177.5118280103	46.697490866	1269.053253225	90.7351896519	605.3251033885	0.0	207.2295026232	16.3368316531
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|g__Bacteroides.s__Bacteroides_vulgatus	26.0685565503	14.8523439166	52.0274494613	0.0	150.8243963583	34.2387633125	0.0	0.0	144.1367028745	20.0324935381	0.0	14.2062227868	45.9814360579	76.8321616742	60.6353899539	28.2831553857	107.2170682079	0.0	0.0	0.0	226.6808788976	61.562544138	177.5118280103	46.697490866	1269.053253225	90.7351896519	605.3251033885	0.0	207.2295026232	16.3368316531
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	59.9768502126	0.0	0.0	17.5272360033	159.0506775918	10.9115615216	0.0	0.0	100.3180113784	42.3215823978	0.0	13.8747796793	15.2189191352	0.0	0.0	366.6207165776	141.5892673716	0.0	0.0	0.0	618.9050981831	85.5272620312	108.6629225558	454.7336600644	84.8569493722	88.0630352349	0.0	0.0	109.3185767767	6.8249640748
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|g__Bacteroides.s__Bacteroides_dorei	52.0161135257	0.0	0.0	0.0	9.9554791695	0.0	0.0	0.0	10.091410788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0035095794	5.0088943688	6.805460807	0.0	1.7452006981	6.905051176	0.0	0.0	14.9934190357	0.0
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|g__Bacteroides.s__Bacteroides_vulgatus	7.9607366869	0.0	0.0	17.5272360033	149.0951984223	10.9115615216	0.0	0.0	90.2266005904	42.3215823978	0.0	13.8747796793	15.2189191352	0.0	0.0	366.6207165776	141.5892673716	0.0	0.0	0.0	599.9015886037	80.51836766240001	101.8574617488	454.7336600644	83.1117486741	81.1579840589	0.0	0.0	94.325157741	6.8249640748
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	153.4377636052	67.6387412522	82.8261862192	17.7482053025	511.8754137912	85.8210890691	9.6166895661	10.2719674418	285.1455674222	52.345664984	0.0	45.9332929063	121.7596890011	111.0015232227	296.2943819821	596.0707561579	255.6033748043	0.0	9.5789838059	0.0	1151.3097839272	200.8414459866	339.7627300504	806.874186421	3910.294446831	201.278996607	1937.8282449595	0.0	496.5827491231	44.1409582825
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|g__Bacteroides.s__Bacteroides_dorei	86.7535601284	0.0	3.9962790861	3.2114981915	25.7496440002	2.3311879248	7.1895051001	0.7462686567	39.8350258762	3.2362459547	0.0	4.8290065029	3.9537113051	8.8428488711	102.4225532979	556.3190779115	24.2511205794	0.0	0.0	0.0	576.081957665	59.8913363638	35.083946995	745.0909601226	410.2217466232	33.5362097908	271.7884759064	0.0	82.7118246599	0.8090614887
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|g__Bacteroides.s__Bacteroides_vulgatus	66.6842034768	67.6387412522	78.8299071331	14.536707111	486.1257697911	83.4899011443	2.427184466	9.5256987851	245.310541546	49.1094190293	0.0	41.1042864034	117.805977696	102.1586743516	193.8718286842	39.7516782464	231.3522542248	0.0	9.5789838059	0.0	575.2278262622	140.9501096228	304.6787830554	61.7832262984	3500.0727002078	167.7427868162	1666.039769053	0.0	413.8709244632	43.3318967938
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	217.38201955120002	76.5224967339	151.0036670628	8.4189989958	647.0895583916	125.70573299200001	24.011299435	0.0	390.0756702846	79.7125343216	0.0	57.107076415499996	118.82180153	144.43167331909999	394.7806847196	656.6935357432001	317.6518039138	0.0	12.6883239171	0.0	1543.7739528183	363.79789029230005	523.327635082	899.0634360279	6174.1547578038	248.73390513980002	3036.8612038844003	8.4745762712	687.7033495226	60.813676320599996
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|g__Bacteroides.s__Bacteroides_dorei	106.9324824693	1.3333333333	6.9719595825	1.4124293785	30.3401308019	6.7418662135	12.7118644068	0.0	14.9195397051	1.4124293785	0.0	1.4124293785	6.9733123294	4.2372881356	112.668162719	521.8994549215	13.6257779747	0.0	0.0	0.0	580.9499420417	83.679754499	35.7924366892	782.4209361507	215.2350702032	26.2365227054	102.2893632399	7.0621468927	30.6707380146	2.8248587571
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|g__Bacteroides.s__Bacteroides_vulgatus	110.44953708189999	75.1891634006	144.03170748029999	7.0065696172	616.7494275897	118.96386677839999	11.2994350282	0.0	375.1561305796	78.30010494300001	0.0	55.6946470369	111.8484892006	140.1943851835	282.1125220006	134.7940808217	304.026025939	0.0	12.6883239171	0.0	962.8240107766001	280.1181357933	487.5351983928	116.64249987720001	5958.9196876006	222.49738243439998	2934.5718406446003	1.4124293785	657.0326115081	57.9888175635
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]	152.4123952291	49.1065994458	110.9300690056	0.0	481.983513296	82.6461937357	7.2463768116	9.6618357488	257.5669329766	56.1597500158	0.0	40.830776095	112.9190256284	90.9561792876	280.0044067856	562.1466492635	234.4239480097	0.0	13.9906993872	0.0	1183.2983765618	247.5426772442	334.464255943	869.609379375	3799.5360746273	193.794153435	1908.6674131959	0.0	454.6290474455	39.3316379377
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Bacteroides.s__Bacteroides_dorei	73.4011554756	0.0	0.0	0.0	2.2172949002	0.0	2.4154589372	0.0	8.5962266915	0.0	0.0	0.0	2.1598272138	0.0	113.3184695034	492.1516768285	4.1210423563	0.0	0.0	0.0	579.4218186474	53.9460047799	23.3183157942	746.4673087689	21.5354566422	28.214501403	19.5359642795	0.0	4.4159890939	0.0
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|g__Bacteroides.s__Bacteroides_vulgatus	79.0112397536	49.1065994458	110.9300690056	0.0	479.7662183958	82.6461937357	4.8309178744	9.6618357488	248.9707062851	56.1597500158	0.0	40.830776095	110.7591984146	90.9561792876	166.6859372822	69.994972435	230.3029056534	0.0	13.9906993872	0.0	603.8765579144	193.5966724643	311.1459401488	123.1420706061	3778.000617985	165.579652032	1889.1314489164	0.0	450.2130583516	39.3316379377
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]	171.5543990202	52.5338816438	91.1470122179	18.2584204459	544.527366742	110.349789958	15.909226134	12.3834440882	287.3295059356	80.2072922394	6.2876554409	59.0260236582	107.7302132604	123.1298226122	323.8776719685	629.9521643121	325.5558692418	0.0	12.720930611	0.0	1240.8750820485	283.1251608049	370.284771427	916.0203695018	4468.6103047432	219.3553690103	2199.4447773714	0.0	581.3278829116	48.3875477029
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]|g__Bacteroides.s__Bacteroides_dorei	82.6470306214	0.0	1.5987210232	3.1974420464	43.6610792145	7.1728459644	6.3643782796	0.7581501137	7.8932403248	3.2012851257	0.7993605116	4.772245196	2.3059777105	0.0	138.3081480452	588.919941626	31.1285720869	0.0	0.0	0.0	556.5727514648	77.3448219163	32.4364220505	859.1398636396	282.2381344157	26.8529103257	151.1692168282	0.0	62.4404204454	3.1397323445
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]|g__Bacteroides.s__Bacteroides_vulgatus	88.9073683988	52.5338816438	89.5482911947	15.0609783996	500.8662875275	103.1769439936	9.5448478544	11.6252939745	279.4362656108	77.0060071137	5.4882949293	54.2537784623	105.4242355499	123.1298226122	185.5695239233	41.0322226861	294.427297155	0.0	12.720930611	0.0	684.3023305837	205.7803388885	337.8483493766	56.8805058622	4186.3721703274	192.5024586846	2048.2755605432	0.0	518.8874624662	45.2478153584
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	143.9392635408	38.0351988127	114.8380297762	7.0702233108	411.2135164051	77.2801330868	0.0	0.0	184.4388477058	48.2331919469	0.0	54.5015573676	64.519949028	70.5617834279	258.8945204981	510.209010555	251.1531078975	0.0	14.5597032391	0.0	1047.2171383822	232.5241085177	224.7905361696	693.9377240242	3291.2913062284	198.0579204214	1592.358163417	0.0	394.8638753068	16.0259081175
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bacteroides.s__Bacteroides_dorei	83.9160414598	8.5692687942	11.9955944324	0.0	60.1998554682	6.8642665894	0.0	0.0	17.9998643257	6.9567724901	0.0	10.3898970012	3.4429935674	4.9814551263	97.3563963429	465.1783696575	16.6286897224	0.0	0.0	0.0	555.7732096347	78.6171136345	34.5244714888	643.5686056689	330.2786800133	58.0619093356	109.7581724185	0.0	37.0016331839	3.4904013962
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bacteroides.s__Bacteroides_vulgatus	60.0232220809	29.4659300184	102.8424353438	7.0702233108	351.0136609369	70.4158664974	0.0	0.0	166.4389833802	41.2764194568	0.0	44.1116603664	61.0769554606	65.5803283015	161.5381241552	45.0306408975	234.5244181751	0.0	14.5597032391	0.0	491.4439287476	153.9069948832	190.2660646809	50.3691183553	2961.0126262151	139.9960110859	1482.5999909985	0.0	357.8622421228	12.5355067213
RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.2807529318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.3491812296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4]	171.5543990202	52.5338816438	91.1470122179	18.2584204459	544.527366742	110.349789958	15.909226134	12.3834440882	287.3295059356	80.2072922394	6.2876554409	59.0260236582	107.7302132604	123.1298226122	323.8776719685	629.9521643121	325.5558692418	0.0	12.720930611	0.0	1240.8750820485	283.1251608049	370.284771427	916.0203695018	4468.6103047432	219.3553690103	2199.4447773714	0.0	581.3278829116	48.3875477029
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4]|g__Bacteroides.s__Bacteroides_dorei	82.6470306214	0.0	1.5987210232	3.1974420464	43.6610792145	7.1728459644	6.3643782796	0.7581501137	7.8932403248	3.2012851257	0.7993605116	4.772245196	2.3059777105	0.0	138.3081480452	588.919941626	31.1285720869	0.0	0.0	0.0	556.5727514648	77.3448219163	32.4364220505	859.1398636396	282.2381344157	26.8529103257	151.1692168282	0.0	62.4404204454	3.1397323445
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4]|g__Bacteroides.s__Bacteroides_vulgatus	88.9073683988	52.5338816438	89.5482911947	15.0609783996	500.8662875275	103.1769439936	9.5448478544	11.6252939745	279.4362656108	77.0060071137	5.4882949293	54.2537784623	105.4242355499	123.1298226122	185.5695239233	41.0322226861	294.427297155	0.0	12.720930611	0.0	684.3023305837	205.7803388885	337.8483493766	56.8805058622	4186.3721703274	192.5024586846	2048.2755605432	0.0	518.8874624662	45.2478153584
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]	533.0905637542	138.3400230177	298.083529975	28.1656211827	1417.8002620035	268.3753522252	28.0912464182	0.0	710.430681178	172.5786768198	9.7404873904	118.4226583655	294.7488073582	314.5498888442	872.2906180204	1901.5951405172	743.1200426384	0.0	23.6254525911	0.0	3422.1756546796	752.3038796797	924.1651184428	2823.4312039468	11246.9086456982	554.004773247	5847.905362848301	0.0	1540.0653038146002	118.30783336740001
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]|g__Bacteroides.s__Bacteroides_dorei	291.5847861512	2.2075055188	4.3285522761	2.2075055188	51.791059127900006	10.667393688299999	19.5151494015	0.0	95.0471616571	10.1552408931	0.0	9.7862631464	20.4665374735	17.2630072806	451.48786679899996	1747.6432257044999	37.1770965905	0.0	1.0582010582	0.0	1667.9559740967	317.791238172	78.5693696735	2608.5362092351997	940.3495715126	86.3564459879	506.80233829760004	0.0	158.7338910753	8.7009281851
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]|g__Bacteroides.s__Bacteroides_vulgatus	241.5057776029	136.132517499	293.7549776989	25.958115663900003	1366.0092028756999	257.70795853690004	8.5760970167	0.0	615.3835195208001	162.4234359267	9.7404873904	108.6363952192	274.2822698847	297.2868815635	420.8027512214	153.9519148126	705.9429460479	0.0	22.567251532900002	0.0	1754.219680583	434.5126415077	845.5957487695	214.89499471149998	10306.5590741855	467.6483272591	5341.1030245506	0.0	1381.3314127393	109.6069051823
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]	376.67645250099997	143.7528138229	250.77204495419997	44.679303605099996	1669.8311369779	260.1095726387	41.8091806034	57.3176325093	595.6359220352999	157.17569954350003	7.6923076923	214.19109934899998	343.9279320751	224.88955053780003	2114.0567939033	2107.0889872584003	614.8887435985	0.0	21.7386971097	0.0	6186.8042462297	451.02932659429996	749.6613171250001	3093.4957050734997	6311.9897805323	549.9837909513	1909.3793342265	0.0	1319.6874149423998	68.119661006
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|g__Bacteroides.s__Bacteroides_dorei	129.8304482607	25.2902328814	111.4564945127	25.5197196551	315.16376447180005	98.1529013693	6.3273453094	30.4405243005	156.3760265161	62.687680071500004	0.0	98.4097169021	80.9766173903	41.7560793297	531.0863987856	990.1742708408999	180.3256613246	0.0	6.6666666667	0.0	3007.4924876831997	119.5746199249	252.80100414929998	1448.6979240839	2682.1545936186	306.0353764185	486.77228163169997	0.0	642.4799642844	24.7865658359
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|g__Bacteroides.s__Bacteroides_vulgatus	246.8460042403	118.4625809414	139.31555044139998	19.1595839499	1354.667372506	161.9566712695	35.481835294	26.8771082088	439.2598955192	94.488019472	7.6923076923	115.7813824469	262.9513146849	183.13347120810002	1582.9703951177003	1116.9147164174	434.5630822738	0.0	15.0720304431	0.0	3179.3117585464997	331.4547066694	496.8603129757	1644.7977809896	3629.8351869138	243.94841453279997	1422.6070525947	0.0	677.2074506579	43.333095170200004
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	2842.5402145505	914.4870800793	121.809998592	1274.3228675239	1243.7298694125002	1986.1219266063	1536.3568519232	2094.0686500178	358.50180253639996	1538.6065231431	2328.2752831936	968.1085688084	1701.0001611562002	1846.1382151093999	712.0216739719999	524.7315186985	3661.5981611443	0.0	2585.0987014081998	0.0	1607.1883125845	11383.0552029047	362.2304171292	889.1581872789001	4669.6011812344	264.3380370691	2309.6139416597	1556.7682444231998	3505.5419570635	1445.9332303611
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_dorei	74.6170276594	1.4662756598	1.4925373134	0.0	12.3196897877	0.0	0.0	0.0	9.135695368	3.1040244289	1.5337423313	3.2601591021	3.0159639266	3.2218149558	119.2323859372	440.2822935728	7.5390051819	0.0	0.0	0.0	501.3164149808	58.0078819483	17.9138916876	821.5783606208	144.818269425	35.6084379998	72.9072239912	3.2840722496	24.9875136663	0.0
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_vulgatus	2767.9231868911	913.0208044194	120.3174612786	1274.3228675239	1231.4101796248	1986.1219266063	1536.3568519232	2094.0686500178	349.3661071684	1535.5024987142	2326.7415408623	964.8484097062001	1697.9841972295	1842.9164001537	592.7892880348	84.4492251257	3654.0591559624	0.0	2585.0987014081998	0.0	1105.8718976036	11325.047320956399	344.3165254416	67.5798266582	4524.7829118094	228.7295990693	2236.7067176685	1553.4841721736	3480.5544433972	1445.9332303611
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	2842.5402145505	914.4870800793	121.809998592	1274.3228675239	1243.7298694125002	1986.1219266063	1536.3568519232	2094.0686500178	358.50180253639996	1538.6065231431	2328.2752831936	968.1085688084	1701.0001611562002	1846.1382151093999	712.0216739719999	524.7315186985	3661.5981611443	0.0	2585.0987014081998	0.0	1607.1883125845	11383.0552029047	362.2304171292	889.1581872789001	4669.6011812344	264.3380370691	2309.6139416597	1556.7682444231998	3505.5419570635	1445.9332303611
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_dorei	74.6170276594	1.4662756598	1.4925373134	0.0	12.3196897877	0.0	0.0	0.0	9.135695368	3.1040244289	1.5337423313	3.2601591021	3.0159639266	3.2218149558	119.2323859372	440.2822935728	7.5390051819	0.0	0.0	0.0	501.3164149808	58.0078819483	17.9138916876	821.5783606208	144.818269425	35.6084379998	72.9072239912	3.2840722496	24.9875136663	0.0
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_vulgatus	2767.9231868911	913.0208044194	120.3174612786	1274.3228675239	1231.4101796248	1986.1219266063	1536.3568519232	2094.0686500178	349.3661071684	1535.5024987142	2326.7415408623	964.8484097062001	1697.9841972295	1842.9164001537	592.7892880348	84.4492251257	3654.0591559624	0.0	2585.0987014081998	0.0	1105.8718976036	11325.047320956399	344.3165254416	67.5798266582	4524.7829118094	228.7295990693	2236.7067176685	1553.4841721736	3480.5544433972	1445.9332303611
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	2842.5402145505	914.4870800793	121.809998592	1274.3228675239	1243.7298694125002	1986.1219266063	1536.3568519232	2094.0686500178	358.50180253639996	1538.6065231431	2328.2752831936	968.1085688084	1701.0001611562002	1846.1382151093999	712.0216739719999	524.7315186985	3661.5981611443	0.0	2585.0987014081998	0.0	1607.1883125845	11383.0552029047	362.2304171292	889.1581872789001	4669.6011812344	264.3380370691	2309.6139416597	1556.7682444231998	3505.5419570635	1445.9332303611
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_dorei	74.6170276594	1.4662756598	1.4925373134	0.0	12.3196897877	0.0	0.0	0.0	9.135695368	3.1040244289	1.5337423313	3.2601591021	3.0159639266	3.2218149558	119.2323859372	440.2822935728	7.5390051819	0.0	0.0	0.0	501.3164149808	58.0078819483	17.9138916876	821.5783606208	144.818269425	35.6084379998	72.9072239912	3.2840722496	24.9875136663	0.0
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_vulgatus	2767.9231868911	913.0208044194	120.3174612786	1274.3228675239	1231.4101796248	1986.1219266063	1536.3568519232	2094.0686500178	349.3661071684	1535.5024987142	2326.7415408623	964.8484097062001	1697.9841972295	1842.9164001537	592.7892880348	84.4492251257	3654.0591559624	0.0	2585.0987014081998	0.0	1105.8718976036	11325.047320956399	344.3165254416	67.5798266582	4524.7829118094	228.7295990693	2236.7067176685	1553.4841721736	3480.5544433972	1445.9332303611
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	2842.5402145505	914.4870800793	121.809998592	1274.3228675239	1243.7298694125002	1986.1219266063	1536.3568519232	2094.0686500178	358.50180253639996	1538.6065231431	2328.2752831936	968.1085688084	1701.0001611562002	1846.1382151093999	712.0216739719999	524.7315186985	3661.5981611443	0.0	2585.0987014081998	0.0	1607.1883125845	11383.0552029047	362.2304171292	889.1581872789001	4669.6011812344	264.3380370691	2309.6139416597	1556.7682444231998	3505.5419570635	1445.9332303611
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_dorei	74.6170276594	1.4662756598	1.4925373134	0.0	12.3196897877	0.0	0.0	0.0	9.135695368	3.1040244289	1.5337423313	3.2601591021	3.0159639266	3.2218149558	119.2323859372	440.2822935728	7.5390051819	0.0	0.0	0.0	501.3164149808	58.0078819483	17.9138916876	821.5783606208	144.818269425	35.6084379998	72.9072239912	3.2840722496	24.9875136663	0.0
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|g__Bacteroides.s__Bacteroides_vulgatus	2767.9231868911	913.0208044194	120.3174612786	1274.3228675239	1231.4101796248	1986.1219266063	1536.3568519232	2094.0686500178	349.3661071684	1535.5024987142	2326.7415408623	964.8484097062001	1697.9841972295	1842.9164001537	592.7892880348	84.4492251257	3654.0591559624	0.0	2585.0987014081998	0.0	1105.8718976036	11325.047320956399	344.3165254416	67.5798266582	4524.7829118094	228.7295990693	2236.7067176685	1553.4841721736	3480.5544433972	1445.9332303611
